timestamp,power.draw,clocks.sm,clocks.mem,utilization.gpu,utilization.memory
2026/01/04 04:44:39.787,112.47,1980,2619,0,0
2026/01/04 04:44:39.787,124.23,1980,2619,0,0
2026/01/04 04:44:39.787,115.59,1980,2619,0,0
2026/01/04 04:44:39.787,112.22,1980,2619,0,0
2026/01/04 04:44:39.787,125.49,1980,2619,0,0
2026/01/04 04:44:39.787,108.19,765,2619,0,0
2026/01/04 04:44:39.787,109.41,630,2619,0,0
2026/01/04 04:44:39.787,102.59,345,2619,0,0
2026/01/04 04:44:39.837,112.47,735,2619,0,0
2026/01/04 04:44:39.837,124.21,1980,2619,0,0
2026/01/04 04:44:39.837,115.59,1980,2619,0,0
2026/01/04 04:44:39.837,112.22,1980,2619,0,0
2026/01/04 04:44:39.837,125.49,1980,2619,0,0
2026/01/04 04:44:39.837,108.19,765,2619,0,0
2026/01/04 04:44:39.837,105.01,570,2619,0,0
2026/01/04 04:44:39.837,97.61,345,2619,0,0
2026/01/04 04:44:39.887,107.97,735,2619,0,0
2026/01/04 04:44:39.887,124.21,1980,2619,0,0
2026/01/04 04:44:39.888,115.61,1980,2619,0,0
2026/01/04 04:44:39.888,112.22,1980,2619,0,0
2026/01/04 04:44:39.888,125.49,1980,2619,0,0
2026/01/04 04:44:39.888,103.38,690,2619,0,0
2026/01/04 04:44:39.888,105.01,570,2619,0,0
2026/01/04 04:44:39.888,97.61,345,2619,0,0
2026/01/04 04:44:39.938,107.97,735,2619,0,0
2026/01/04 04:44:39.938,124.24,1980,2619,0,0
2026/01/04 04:44:39.938,115.61,1980,2619,0,0
2026/01/04 04:44:39.938,112.22,1980,2619,0,0
2026/01/04 04:44:39.938,125.49,1980,2619,0,0
2026/01/04 04:44:39.938,103.38,690,2619,0,0
2026/01/04 04:44:39.938,100.60,570,2619,0,0
2026/01/04 04:44:39.938,91.68,345,2619,0,0
2026/01/04 04:44:39.988,104.63,675,2619,0,0
2026/01/04 04:44:39.988,124.24,1980,2619,0,0
2026/01/04 04:44:39.988,115.02,1980,2619,0,0
2026/01/04 04:44:39.988,112.22,1980,2619,0,0
2026/01/04 04:44:39.988,125.51,1980,2619,0,0
2026/01/04 04:44:39.988,99.23,690,2619,0,0
2026/01/04 04:44:39.988,100.60,570,2619,0,0
2026/01/04 04:44:39.988,91.68,345,2619,0,0
2026/01/04 04:44:40.038,104.63,675,2619,0,0
2026/01/04 04:44:40.038,124.24,1980,2619,0,0
2026/01/04 04:44:40.038,115.02,1980,2619,0,0
2026/01/04 04:44:40.038,112.22,1980,2619,0,0
2026/01/04 04:44:40.038,125.51,1980,2619,0,0
2026/01/04 04:44:40.038,99.23,690,2619,0,0
2026/01/04 04:44:40.038,96.65,525,2619,0,0
2026/01/04 04:44:40.038,91.68,345,2619,0,0
2026/01/04 04:44:40.088,100.46,675,2619,0,0
2026/01/04 04:44:40.088,124.24,1980,2619,0,0
2026/01/04 04:44:40.088,115.02,720,2619,0,0
2026/01/04 04:44:40.088,112.20,1980,2619,0,0
2026/01/04 04:44:40.088,125.51,1980,2619,0,0
2026/01/04 04:44:40.088,93.77,630,2619,0,0
2026/01/04 04:44:40.088,96.65,525,2619,0,0
2026/01/04 04:44:40.088,87.45,345,2619,0,0
2026/01/04 04:44:40.138,100.46,675,2619,0,0
2026/01/04 04:44:40.138,122.84,720,2619,0,0
2026/01/04 04:44:40.138,110.92,720,2619,0,0
2026/01/04 04:44:40.138,112.20,675,2619,0,0
2026/01/04 04:44:40.138,125.50,1980,2619,0,0
2026/01/04 04:44:40.138,93.77,630,2619,0,0
2026/01/04 04:44:40.138,90.86,525,2619,0,0
2026/01/04 04:44:40.138,82.73,345,2619,0,0
2026/01/04 04:44:40.189,95.46,615,2619,0,0
2026/01/04 04:44:40.189,122.84,720,2619,0,0
2026/01/04 04:44:40.189,106.74,720,2619,0,0
2026/01/04 04:44:40.189,110.94,675,2619,0,0
2026/01/04 04:44:40.189,125.50,1980,2619,0,0
2026/01/04 04:44:40.189,90.86,630,2619,0,0
2026/01/04 04:44:40.189,90.86,525,2619,0,0
2026/01/04 04:44:40.189,82.73,345,2619,0,0
2026/01/04 04:44:40.239,95.46,615,2619,0,0
2026/01/04 04:44:40.239,117.32,675,2619,0,0
2026/01/04 04:44:40.239,106.74,720,2619,0,0
2026/01/04 04:44:40.239,110.94,675,2619,0,0
2026/01/04 04:44:40.239,125.49,1980,2619,0,0
2026/01/04 04:44:40.239,90.86,630,2619,0,0
2026/01/04 04:44:40.239,86.43,480,2619,0,0
2026/01/04 04:44:40.239,82.73,345,2619,0,0
2026/01/04 04:44:40.289,91.29,615,2619,0,0
2026/01/04 04:44:40.289,117.32,675,2619,0,0
2026/01/04 04:44:40.289,102.82,660,2619,0,0
2026/01/04 04:44:40.289,106.82,675,2619,0,0
2026/01/04 04:44:40.289,125.49,1980,2619,0,0
2026/01/04 04:44:40.289,90.86,570,2619,0,0
2026/01/04 04:44:40.289,86.43,480,2619,0,0
2026/01/04 04:44:40.289,76.76,345,2619,0,0
2026/01/04 04:44:40.339,91.29,615,2619,0,0
2026/01/04 04:44:40.339,113.64,675,2619,0,0
2026/01/04 04:44:40.339,102.82,660,2619,0,0
2026/01/04 04:44:40.339,106.82,675,2619,0,0
2026/01/04 04:44:40.339,125.49,1980,2619,0,0
2026/01/04 04:44:40.339,85.22,570,2619,0,0
2026/01/04 04:44:40.339,82.01,480,2619,0,0
2026/01/04 04:44:40.339,76.76,345,2619,0,0
2026/01/04 04:44:40.389,87.59,570,2619,0,0
2026/01/04 04:44:40.389,113.64,675,2619,0,0
2026/01/04 04:44:40.389,98.37,660,2619,0,0
2026/01/04 04:44:40.389,102.69,615,2619,0,0
2026/01/04 04:44:40.389,125.49,645,2619,0,0
2026/01/04 04:44:40.389,81.78,570,2619,0,0
2026/01/04 04:44:40.389,82.01,480,2619,0,0
2026/01/04 04:44:40.389,75.18,345,2619,0,0
2026/01/04 04:44:40.439,87.59,570,2619,0,0
2026/01/04 04:44:40.439,109.26,615,2619,0,0
2026/01/04 04:44:40.439,98.37,660,2619,0,0
2026/01/04 04:44:40.439,102.69,615,2619,0,0
2026/01/04 04:44:40.439,125.08,645,2619,0,0
2026/01/04 04:44:40.439,81.78,570,2619,0,0
2026/01/04 04:44:40.439,79.22,435,2619,0,0
2026/01/04 04:44:40.439,75.18,345,2619,0,0
2026/01/04 04:44:40.490,82.88,570,2619,0,0
2026/01/04 04:44:40.490,109.26,615,2619,0,0
2026/01/04 04:44:40.490,98.37,600,2619,0,0
2026/01/04 04:44:40.490,98.54,615,2619,0,0
2026/01/04 04:44:40.490,125.08,645,2619,0,0
2026/01/04 04:44:40.490,77.46,525,2619,0,0
2026/01/04 04:44:40.490,79.22,435,2619,0,0
2026/01/04 04:44:40.490,75.10,345,2619,0,0
2026/01/04 04:44:40.540,82.88,570,2619,0,0
