timestamp,power.draw,clocks.sm,clocks.mem,utilization.gpu,utilization.memory
2026/01/04 04:49:31.192,111.76,1980,2619,0,0
2026/01/04 04:49:31.192,123.99,1980,2619,0,0
2026/01/04 04:49:31.192,114.05,1980,2619,0,0
2026/01/04 04:49:31.192,111.75,1980,2619,0,0
2026/01/04 04:49:31.192,124.55,1980,2619,0,0
2026/01/04 04:49:31.192,101.30,735,2619,0,0
2026/01/04 04:49:31.193,101.00,600,2619,0,0
2026/01/04 04:49:31.193,123.89,1980,2619,0,0
2026/01/04 04:49:31.243,111.76,1980,2619,0,0
2026/01/04 04:49:31.243,123.98,1980,2619,0,0
2026/01/04 04:49:31.243,114.05,1980,2619,0,0
2026/01/04 04:49:31.243,111.75,1980,2619,0,0
2026/01/04 04:49:31.243,124.55,1980,2619,0,0
2026/01/04 04:49:31.243,97.49,675,2619,0,0
2026/01/04 04:49:31.243,95.86,600,2619,0,0
2026/01/04 04:49:31.243,123.89,1980,2619,0,0
2026/01/04 04:49:31.293,111.76,1980,2619,0,0
2026/01/04 04:49:31.293,123.98,1980,2619,0,0
2026/01/04 04:49:31.293,114.05,615,2619,0,0
2026/01/04 04:49:31.293,111.76,1980,2619,0,0
2026/01/04 04:49:31.293,124.56,1980,2619,0,0
2026/01/04 04:49:31.293,97.49,675,2619,0,0
2026/01/04 04:49:31.293,95.86,540,2619,0,0
2026/01/04 04:49:31.293,123.89,1980,2619,0,0
2026/01/04 04:49:31.343,111.75,1980,2619,0,0
2026/01/04 04:49:31.343,123.99,1980,2619,0,0
2026/01/04 04:49:31.343,111.14,615,2619,0,0
2026/01/04 04:49:31.343,111.76,1980,2619,0,0
2026/01/04 04:49:31.343,124.56,1980,2619,0,0
2026/01/04 04:49:31.343,92.57,675,2619,0,0
2026/01/04 04:49:31.343,92.90,540,2619,0,0
2026/01/04 04:49:31.343,123.87,1980,2619,0,0
2026/01/04 04:49:31.393,111.75,1980,2619,0,0
2026/01/04 04:49:31.393,123.99,1980,2619,0,0
2026/01/04 04:49:31.393,111.14,615,2619,0,0
2026/01/04 04:49:31.393,109.33,720,2619,0,0
2026/01/04 04:49:31.393,124.57,1980,2619,0,0
2026/01/04 04:49:31.393,92.57,675,2619,0,0
2026/01/04 04:49:31.393,92.90,495,2619,0,0
2026/01/04 04:49:31.393,123.86,1980,2619,0,0
2026/01/04 04:49:31.443,111.75,1980,2619,0,0
2026/01/04 04:49:31.443,119.91,720,2619,0,0
2026/01/04 04:49:31.443,106.36,615,2619,0,0
2026/01/04 04:49:31.443,109.33,720,2619,0,0
2026/01/04 04:49:31.443,124.57,1980,2619,0,0
2026/01/04 04:49:31.443,89.31,615,2619,0,0
2026/01/04 04:49:31.443,87.85,495,2619,0,0
2026/01/04 04:49:31.443,123.86,1980,2619,0,0
2026/01/04 04:49:31.494,111.75,1980,2619,0,0
2026/01/04 04:49:31.494,119.91,720,2619,0,0
2026/01/04 04:49:31.494,106.36,555,2619,0,0
2026/01/04 04:49:31.494,105.26,720,2619,0,0
2026/01/04 04:49:31.494,124.60,1980,2619,0,0
2026/01/04 04:49:31.494,89.31,615,2619,0,0
2026/01/04 04:49:31.494,87.85,495,2619,0,0
2026/01/04 04:49:31.494,122.29,420,2619,0,0
2026/01/04 04:49:31.544,111.75,1980,2619,0,0
2026/01/04 04:49:31.544,115.21,720,2619,0,0
2026/01/04 04:49:31.544,102.05,555,2619,0,0
2026/01/04 04:49:31.544,105.26,720,2619,0,0
2026/01/04 04:49:31.544,124.60,1980,2619,0,0
2026/01/04 04:49:31.544,83.74,615,2619,0,0
2026/01/04 04:49:31.544,82.95,495,2619,0,0
2026/01/04 04:49:31.544,122.29,420,2619,0,0
2026/01/04 04:49:31.594,111.75,1980,2619,0,0
2026/01/04 04:49:31.594,115.21,720,2619,0,0
2026/01/04 04:49:31.594,102.05,555,2619,0,0
2026/01/04 04:49:31.594,100.32,660,2619,0,0
2026/01/04 04:49:31.594,124.60,1980,2619,0,0
2026/01/04 04:49:31.594,83.74,615,2619,0,0
2026/01/04 04:49:31.594,82.95,495,2619,0,0
2026/01/04 04:49:31.594,117.42,405,2619,0,0
2026/01/04 04:49:31.644,111.74,1980,2619,0,0
2026/01/04 04:49:31.644,109.63,660,2619,0,0
2026/01/04 04:49:31.644,98.22,555,2619,0,0
2026/01/04 04:49:31.644,100.32,660,2619,0,0
2026/01/04 04:49:31.644,124.60,660,2619,0,0
2026/01/04 04:49:31.644,80.38,555,2619,0,0
2026/01/04 04:49:31.644,79.38,450,2619,0,0
2026/01/04 04:49:31.644,117.42,405,2619,0,0
2026/01/04 04:49:31.694,111.74,1980,2619,0,0
2026/01/04 04:49:31.694,109.63,660,2619,0,0
2026/01/04 04:49:31.694,98.22,510,2619,0,0
2026/01/04 04:49:31.694,100.32,660,2619,0,0
2026/01/04 04:49:31.694,122.09,660,2619,0,0
2026/01/04 04:49:31.694,80.38,555,2619,0,0
2026/01/04 04:49:31.694,79.38,450,2619,0,0
2026/01/04 04:49:31.694,112.72,375,2619,0,0
2026/01/04 04:49:31.744,111.76,1980,2619,0,0
2026/01/04 04:49:31.744,109.63,600,2619,0,0
2026/01/04 04:49:31.744,93.74,510,2619,0,0
2026/01/04 04:49:31.744,96.25,660,2619,0,0
2026/01/04 04:49:31.744,122.09,660,2619,0,0
2026/01/04 04:49:31.744,75.31,555,2619,0,0
2026/01/04 04:49:31.744,75.14,450,2619,0,0
2026/01/04 04:49:31.745,112.72,375,2619,0,0
2026/01/04 04:49:31.795,111.76,1980,2619,0,0
2026/01/04 04:49:31.795,104.40,600,2619,0,0
2026/01/04 04:49:31.795,93.74,510,2619,0,0
2026/01/04 04:49:31.795,92.14,600,2619,0,0
2026/01/04 04:49:31.795,118.71,660,2619,0,0
2026/01/04 04:49:31.795,75.31,555,2619,0,0
2026/01/04 04:49:31.795,75.14,450,2619,0,0
2026/01/04 04:49:31.795,112.72,375,2619,0,0
2026/01/04 04:49:31.845,111.75,1980,2619,0,0
2026/01/04 04:49:31.845,100.26,600,2619,0,0
2026/01/04 04:49:31.845,89.22,510,2619,0,0
2026/01/04 04:49:31.845,92.14,600,2619,0,0
2026/01/04 04:49:31.845,118.71,660,2619,0,0
2026/01/04 04:49:31.845,75.31,510,2619,0,0
2026/01/04 04:49:31.845,73.87,405,2619,0,0
2026/01/04 04:49:31.845,106.66,375,2619,0,0
2026/01/04 04:49:31.895,111.75,1980,2619,0,0
2026/01/04 04:49:31.895,100.26,600,2619,0,0
2026/01/04 04:49:31.895,89.22,510,2619,0,0
2026/01/04 04:49:31.895,92.14,600,2619,0,0
2026/01/04 04:49:31.895,114.47,600,2619,0,0
2026/01/04 04:49:31.895,73.12,510,2619,0,0
2026/01/04 04:49:31.895,73.87,405,2619,0,0
2026/01/04 04:49:31.895,106.66,375,2619,0,0
2026/01/04 04:49:31.945,111.74,1980,2619,0,0
2026/01/04 04:49:31.945,100.26,540,2619,0,0
2026/01/04 04:49:31.945,85.34,465,2619,0,0
2026/01/04 04:49:31.945,87.20,600,2619,0,0
2026/01/04 04:49:31.945,114.47,600,2619,0,0
2026/01/04 04:49:31.945,73.12,510,2619,0,0
2026/01/04 04:49:31.945,73.75,405,2619,0,0
2026/01/04 04:49:31.945,101.74,375,2619,0,0
2026/01/04 04:49:31.995,111.74,1980,2619,0,0
2026/01/04 04:49:31.995,95.25,540,2619,0,0
2026/01/04 04:49:31.995,85.34,465,2619,0,0
2026/01/04 04:49:31.995,87.20,555,2619,0,0
2026/01/04 04:49:31.995,109.36,600,2619,0,0
2026/01/04 04:49:31.995,72.94,510,2619,0,0
2026/01/04 04:49:31.995,73.75,405,2619,0,0
2026/01/04 04:49:31.995,101.74,345,2619,0,0
2026/01/04 04:49:32.045,108.63,615,2619,0,0
2026/01/04 04:49:32.045,95.25,540,2619,0,0
2026/01/04 04:49:32.045,80.28,465,2619,0,0
2026/01/04 04:49:32.045,83.89,555,2619,0,0
2026/01/04 04:49:32.045,109.36,555,2619,0,0
2026/01/04 04:49:32.045,72.82,465,2619,0,0
2026/01/04 04:49:32.045,73.63,375,2619,0,0
2026/01/04 04:49:32.045,95.84,345,2619,0,0
2026/01/04 04:49:32.096,108.63,615,2619,0,0
2026/01/04 04:49:32.096,90.87,540,2619,0,0
2026/01/04 04:49:32.096,80.28,465,2619,0,0
2026/01/04 04:49:32.096,83.89,555,2619,0,0
2026/01/04 04:49:32.096,104.61,555,2619,0,0
2026/01/04 04:49:32.096,72.82,465,2619,0,0
2026/01/04 04:49:32.096,73.63,375,2619,0,0
2026/01/04 04:49:32.096,95.84,345,2619,0,0
2026/01/04 04:49:32.146,104.43,570,2619,0,0
2026/01/04 04:49:32.146,90.87,540,2619,0,0
2026/01/04 04:49:32.146,76.06,420,2619,0,0
2026/01/04 04:49:32.146,78.89,555,2619,0,0
2026/01/04 04:49:32.146,104.61,555,2619,0,0
2026/01/04 04:49:32.146,72.82,465,2619,0,0
2026/01/04 04:49:32.146,73.51,375,2619,0,0
2026/01/04 04:49:32.146,91.90,345,2619,0,0
2026/01/04 04:49:32.196,104.43,570,2619,0,0
2026/01/04 04:49:32.196,85.18,495,2619,0,0
2026/01/04 04:49:32.196,76.06,420,2619,0,0
2026/01/04 04:49:32.196,78.89,555,2619,0,0
2026/01/04 04:49:32.196,104.61,555,2619,0,0
2026/01/04 04:49:32.196,72.68,465,2619,0,0
2026/01/04 04:49:32.196,73.51,375,2619,0,0
2026/01/04 04:49:32.196,91.90,345,2619,0,0
2026/01/04 04:49:32.246,100.25,570,2619,0,0
2026/01/04 04:49:32.246,85.18,495,2619,0,0
2026/01/04 04:49:32.246,72.35,420,2619,0,0
2026/01/04 04:49:32.246,74.71,495,2619,0,0
2026/01/04 04:49:32.246,100.42,555,2619,0,0
2026/01/04 04:49:32.246,72.68,465,2619,0,0
2026/01/04 04:49:32.246,73.40,345,2619,0,0
2026/01/04 04:49:32.246,85.99,345,2619,0,0
2026/01/04 04:49:32.296,100.25,570,2619,0,0
2026/01/04 04:49:32.296,81.30,495,2619,0,0
2026/01/04 04:49:32.296,72.35,420,2619,0,0
2026/01/04 04:49:32.296,74.71,495,2619,0,0
2026/01/04 04:49:32.296,100.42,495,2619,0,0
2026/01/04 04:49:32.296,72.56,420,2619,0,0
2026/01/04 04:49:32.296,73.40,345,2619,0,0
2026/01/04 04:49:32.296,85.99,345,2619,0,0
2026/01/04 04:49:32.346,96.08,525,2619,0,0
2026/01/04 04:49:32.346,81.30,450,2619,0,0
2026/01/04 04:49:32.346,72.13,390,2619,0,0
2026/01/04 04:49:32.346,71.36,495,2619,0,0
2026/01/04 04:49:32.346,94.76,495,2619,0,0
2026/01/04 04:49:32.346,72.56,420,2619,0,0
2026/01/04 04:49:32.346,73.34,345,2619,0,0
2026/01/04 04:49:32.347,82.04,345,2619,0,0
2026/01/04 04:49:32.397,96.08,525,2619,0,0
2026/01/04 04:49:32.397,77.18,450,2619,0,0
2026/01/04 04:49:32.397,72.13,390,2619,0,0
2026/01/04 04:49:32.397,71.36,450,2619,0,0
2026/01/04 04:49:32.397,94.76,495,2619,0,0
2026/01/04 04:49:32.397,72.40,420,2619,0,0
2026/01/04 04:49:32.397,73.34,345,2619,0,0
2026/01/04 04:49:32.397,82.04,345,2619,0,0
2026/01/04 04:49:32.447,91.91,525,2619,0,0
2026/01/04 04:49:32.447,77.18,450,2619,0,0
2026/01/04 04:49:32.447,72.04,390,2619,0,0
2026/01/04 04:49:32.447,70.45,450,2619,0,0
2026/01/04 04:49:32.447,91.31,495,2619,0,0
2026/01/04 04:49:32.447,72.40,420,2619,0,0
2026/01/04 04:49:32.447,73.34,345,2619,0,0
2026/01/04 04:49:32.447,77.08,345,2619,0,0
2026/01/04 04:49:32.497,91.91,525,2619,0,0
2026/01/04 04:49:32.497,76.92,450,2619,0,0
2026/01/04 04:49:32.497,72.04,390,2619,0,0
2026/01/04 04:49:32.497,70.45,450,2619,0,0
2026/01/04 04:49:32.497,87.72,465,2619,0,0
2026/01/04 04:49:32.497,72.32,390,2619,0,0
2026/01/04 04:49:32.497,73.24,345,2619,0,0
2026/01/04 04:49:32.497,77.08,345,2619,0,0
2026/01/04 04:49:32.547,86.90,480,2619,0,0
